76, 1, 16, 1, 1, 5, 5, 3
51, 2, 14, 5, 1, 2, 1, 1
44, 1, 14, 1, 1, 6, 1, 7
58, 1, 10, 1, 1, 5, 1, 3
37, 2, 11, 1, 1, 3, 1, 18
46, 1, 15, 1, 1, 5, 60, 0
61, 1, 11, 1, 1, 5, 1, 12
50, 2, 10, 6, 2, 5, 1, 0
56, 1, 12, 1, 1, 5, 1, 31
55, 1, 12, 1, 1, 5, 1, 0
71, 1, 10, 1, 1, 2, 1, 36
52, 2, 11, 1, 1, 5, 1, 2
30, 1, 15, 1, 1, 5, 1, 5
23, 1, 11, 6, 2, 5, 1, 4
46, 1, 14, 6, 1, 5, 1, 23
42, 2, 10, 1, 2, 9, 1, 12
29, 2, 14, 6, 1, 5, 2, 9
40, 2, 14, 6, 1, 5, 3, 35
51, 1, 10, 1, 1, 5, 1, 0
25, 2, 10, 2, 1, 5, 3, 33
26, 2, 11, 6, 1, 5, 1, 7
32, 1, 11, 1, 1, 8, 1, 41
32, 1, 10, 1, 1, 5, 1, 2
31, 1, 10, 1, 7, 2, 4, 37
41, 1, 10, 1, 1, 5, 1, 12
27, 1, 11, 1, 1, 5, 1, 0
27, 1, 10, 6, 7, 5, 1, 0
25, 1, 12, 1, 1, 6, 1, 4
50, 2, 12, 6, 1, 5, 1, 11
81, 2, 10, 4, 1, 5, 1, 39
57, 2, 10, 5, 1, 5, 1, 21
50, 2, 14, 4, 1, 5, 1, 44
39, 1, 10, 4, 1, 2, 1, 35
52, 1, 11, 1, 1, 3, 1, 5
49, 1, 11, 1, 1, 5, 1, 18
44, 1, 14, 1, 1, 5, 1, 27
40, 1, 15, 6, 1, 5, 1, 14
45, 1, 16, 1, 1, 5, 1, 8
44, 2, 14, 1, 1, 5, 1, 49
69, 1, 8, 5, 1, 5, 1, 24
39, 1, 10, 6, 1, 5, 1, 19
66, 1, 11, 1, 1, 5, 2, 4
39, 1, 14, 1, 1, 9, 1, 8
65, 1, 11, 1, 1, 2, 1, 18
57, 2, 10, 5, 1, 5, 1, 26
51, 1, 14, 1, 1, 5, 1, 8
45, 1, 12, 1, 1, 5, 1, 2
52, 1, 14, 1, 6, 5, 54, 2
50, 2, 4, 3, 1, 5, 3, 0
40, 1, 10, 1, 1, 5, 1, 11
49, 1, 12, 1, 1, 5, 1, 26
57, 1, 10, 1, 1, 5, 1, 11
35, 1, 10, 1, 6, 5, 52, 6
53, 2, 11, 4, 1, 5, 1, 39
58, 1, 14, 1, 1, 5, 1, 0
50, 1, 10, 1, 1, 5, 1, 14
79, 1, 12, 1, 1, 5, 1, 0
51, 2, 15, 1, 1, 5, 1, 5
51, 1, 11, 1, 1, 9, 1, 2
46, 1, 11, 1, 2, 5, 1, 34
33, 1, 10, 1, 1, 8, 1, 5
48, 1, 12, 6, 1, 2, 1, 0
49, 1, 6, 6, 1, 5, 1, 44
31, 1, 10, 1, 1, 5, 1, 1
49, 1, 11, 6, 1, 10, 1, 28
51, 1, 14, 1, 1, 5, 1, 32
41, 1, 14, 4, 1, 5, 1, 23
33, 1, 10, 1, 1, 5, 1, 3
30, 1, 10, 1, 1, 5, 37, 3
30, 2, 6, 6, 1, 5, 1, 15
35, 1, 14, 6, 2, 9, 1, 4
23, 1, 14, 6, 2, 5, 1, 7
64, 1, 10, 1, 1, 5, 1, 23
60, 1, 11, 1, 1, 5, 1, 12
38, 1, 14, 1, 1, 5, 60, 0
61, 1, 10, 1, 1, 5, 1, 8
50, 1, 11, 1, 1, 5, 1, 34
62, 1, 14, 1, 1, 2, 1, 2
51, 2, 12, 4, 1, 5, 1, 37
38, 1, 9, 1, 1, 5, 1, 3
49, 1, 10, 1, 1, 9, 1, 43
31, 1, 14, 6, 1, 5, 1, 43
37, 2, 11, 6, 2, 5, 1, 6
54, 1, 11, 1, 1, 5, 1, 4
64, 2, 10, 1, 3, 5, 1, 43
43, 1, 10, 1, 1, 2, 1, 0
39, 1, 10, 1, 2, 5, 1, 23
71, 1, 11, 1, 1, 5, 1, 9
39, 2, 5, 6, 7, 5, 3, 9
53, 2, 11, 2, 1, 8, 1, 3
68, 1, 10, 1, 1, 5, 1, 41
67, 1, 11, 1, 1, 2, 1, 8
78, 1, 4, 1, 1, 5, 1, 9
26, 2, 11, 6, 1, 5, 1, 6
64, 1, 11, 4, 1, 5, 1, 1
47, 2, 10, 6, 1, 5, 1, 17
37, 1, 11, 1, 1, 8, 1, 13
42, 1, 12, 6, 1, 5, 1, 2
44, 1, 15, 6, 1, 3, 1, 45
50, 2, 14, 4, 1, 8, 1, 44
27, 2, 10, 1, 1, 2, 1, 31
27, 1, 11, 6, 1, 5, 1, 0
52, 1, 10, 1, 3, 5, 1, 0
29, 2, 12, 3, 1, 5, 1, 1
